,st_KMeans,st_HDBSCAN,st_Agglomerative,ts_KMeans,ts_HDBSCAN,ts_Agglomerative,mm_KMeans,mm_HDBSCAN,mm_Agglomerative,lf_KMeans,lf_HDBSCAN,lf_Agglomerative
2254,4,1,0,16,21,59,8,2,6,4,0,0
2255,0,-1,1,19,-1,44,7,13,34,12,-1,1
2256,11,0,1,2,25,27,4,13,24,18,-1,1
2257,10,-1,2,13,26,10,14,0,9,3,-1,2
2258,7,-1,2,6,22,20,5,1,5,17,-1,2
2259,14,0,2,8,20,97,10,2,0,0,-1,2
2260,5,1,0,10,18,46,6,10,14,6,-1,0
2261,3,0,1,6,-1,65,10,4,1,5,0,1
2262,7,0,2,5,13,14,9,1,36,17,-1,2
2263,3,0,1,3,5,95,10,4,1,5,0,1
2264,14,0,2,2,-1,70,3,0,29,0,-1,2
2265,16,1,0,10,18,87,12,9,22,1,-1,0
2266,14,0,2,14,-1,12,3,8,38,0,2,2
2267,9,1,0,8,20,60,12,9,22,10,-1,0
2268,13,0,1,9,-1,37,11,11,2,2,-1,1
2269,13,0,1,3,8,57,11,11,2,2,0,1
2270,2,0,1,13,17,72,0,7,13,11,-1,1
2271,5,-1,0,11,-1,24,2,3,4,6,-1,0
2272,14,0,2,2,-1,70,3,0,29,0,-1,2
2273,0,0,1,8,19,89,4,14,17,12,-1,1
2274,12,1,0,14,14,5,13,12,10,8,0,0
2275,3,0,1,1,2,4,1,4,20,5,0,1
2276,8,0,1,15,1,50,1,4,27,9,0,1
2277,14,0,2,19,-1,86,10,2,0,0,2,2
2278,6,0,1,15,1,50,7,13,15,7,-1,1
2279,14,0,2,20,-1,12,5,1,5,0,2,2
2280,4,1,0,11,9,2,2,3,4,13,0,0
2281,8,0,1,12,-1,16,1,4,20,9,-1,1
2282,14,0,2,4,11,18,14,0,9,0,2,2
2283,6,0,1,8,19,35,7,13,33,7,1,1
2284,1,1,0,10,-1,70,6,2,32,14,0,0
2285,16,1,0,5,-1,14,6,10,10,19,-1,0
2286,13,0,1,15,1,50,11,11,21,2,0,1
2287,12,1,0,6,22,61,13,12,10,1,-1,0
2288,14,0,2,14,15,79,8,2,6,0,-1,2
2289,4,1,0,20,-1,19,2,3,4,13,0,0
2290,11,-1,1,5,13,14,11,11,2,15,-1,1
2291,5,1,0,1,2,4,2,3,4,6,0,0
2292,1,1,0,15,0,39,8,5,11,4,0,0
2293,1,1,0,16,21,59,8,2,6,4,0,0
2294,4,1,0,8,20,97,2,3,4,13,0,0
2295,7,-1,2,18,17,81,5,1,5,17,-1,2
2296,8,-1,1,0,16,45,10,4,1,9,-1,1
2297,9,1,0,11,7,85,13,6,3,10,-1,0
2298,16,1,0,5,-1,55,13,12,10,19,-1,0
2299,14,0,2,14,15,79,5,1,28,11,2,2
2300,1,1,0,13,21,69,8,2,6,4,0,0
2301,13,0,1,1,2,4,11,11,2,2,1,1
2302,2,0,2,5,26,9,5,7,12,18,-1,1
2303,6,0,1,14,-1,5,6,2,32,7,-1,1
2304,6,0,1,0,16,45,11,11,2,12,-1,1
2305,14,0,2,0,16,84,14,0,8,0,2,2
2306,10,-1,2,12,22,20,5,1,5,3,-1,2
2307,1,1,0,13,26,10,12,8,19,14,0,0
2308,15,1,0,18,-1,71,13,12,10,16,0,0
2309,5,-1,0,4,11,31,6,2,32,6,-1,0
2310,9,1,0,5,13,7,12,9,22,10,0,0
2311,12,1,0,17,26,58,13,12,10,8,-1,0
2312,4,1,0,1,3,53,2,3,4,13,0,0
2313,14,0,2,10,18,87,3,0,8,0,2,2
2314,4,1,0,3,8,57,2,3,4,13,0,0
2315,4,1,0,1,2,4,2,3,4,13,0,0
2316,12,1,0,11,9,2,6,10,14,8,0,0
2317,12,1,0,16,21,59,6,10,14,8,0,0
2318,3,0,1,7,-1,41,10,4,1,5,-1,1
2319,1,1,0,4,11,13,13,6,3,4,0,0
2320,9,1,0,5,-1,55,12,9,22,10,0,0
2321,0,-1,1,14,15,79,7,13,34,12,-1,1
2322,7,0,2,5,13,14,9,1,18,17,-1,2
2323,13,0,1,11,-1,24,11,11,2,2,0,1
2324,6,0,1,11,9,2,0,7,13,7,-1,1
2325,3,0,1,3,5,95,10,4,1,5,-1,1
2326,0,-1,1,11,9,2,7,13,15,12,-1,1
2327,4,1,0,13,26,10,2,3,4,4,0,0
2328,0,-1,2,13,12,36,0,7,13,17,-1,1
2329,6,0,1,1,3,53,7,13,33,7,1,1
2330,10,-1,2,2,25,27,3,8,19,3,-1,2
2331,10,-1,2,12,22,20,5,1,30,18,-1,2
2332,2,0,2,20,-1,0,9,1,16,11,-1,2
2333,5,1,0,6,22,20,8,2,6,6,-1,0
2334,10,-1,2,12,-1,11,14,0,9,3,-1,2
2335,0,0,1,3,5,95,4,-1,25,12,-1,1
2336,4,1,0,3,8,57,2,3,4,13,0,0
2337,14,0,2,2,25,27,3,8,38,0,2,2
2338,13,0,1,15,1,50,11,11,2,2,-1,1
2339,3,0,1,5,26,9,1,4,7,5,0,1
2340,12,1,0,0,16,45,6,10,14,8,0,0
2341,1,1,0,16,21,54,13,6,3,14,-1,0
2342,4,1,0,20,10,88,8,5,11,4,-1,0
2343,3,0,1,3,8,57,1,4,20,5,0,1
2344,1,-1,0,0,-1,77,8,5,11,14,-1,0
2345,12,1,0,11,9,2,13,12,10,8,0,0
2346,9,1,0,10,-1,46,12,9,22,1,-1,0
2347,12,1,0,11,9,2,6,10,14,8,0,0
2348,7,0,2,20,10,23,3,8,38,17,-1,2
2349,10,-1,2,15,1,50,0,7,13,18,-1,1
2350,14,0,1,14,-1,42,10,2,0,0,-1,1
2351,14,0,1,13,21,69,6,2,32,0,2,2
2352,3,0,1,3,5,95,1,4,20,5,0,1
2353,1,1,0,9,6,76,6,2,32,14,0,0
2354,16,1,0,2,24,71,12,9,22,1,-1,0
2355,4,1,0,14,15,79,2,3,4,13,0,0
2356,3,0,1,11,6,1,1,4,20,5,0,1
2357,3,0,1,15,1,50,4,-1,25,5,-1,1
2358,3,0,1,9,4,90,1,4,20,5,0,1
2359,3,0,1,14,15,79,1,4,20,5,0,1
2360,6,0,1,2,25,27,7,13,34,7,-1,1
2361,14,0,2,16,21,8,8,2,0,0,-1,2
2362,11,-1,1,15,1,50,4,13,24,15,-1,1
2363,5,1,0,15,1,50,13,12,10,6,-1,0
2364,9,1,0,19,-1,6,12,9,22,10,-1,0
2365,6,0,1,7,-1,51,7,13,15,7,1,1
2366,15,1,0,5,13,14,13,12,10,16,0,0
2367,13,0,1,1,2,4,11,11,21,2,0,1
2368,14,0,2,19,-1,42,3,8,38,11,-1,2
2369,5,1,0,5,13,14,13,12,10,19,-1,0
2370,1,1,0,2,25,27,13,6,3,1,-1,0
2371,12,1,0,8,19,89,6,10,14,8,0,0
2372,12,1,0,14,11,96,6,10,14,8,-1,0
2373,6,0,1,11,7,85,7,13,15,7,1,1
2374,1,-1,0,19,-1,6,8,5,11,14,-1,0
2375,14,0,2,16,-1,54,3,0,29,0,2,2
2376,4,1,0,17,-1,36,2,3,4,13,0,0
2377,2,0,2,13,26,10,9,1,16,11,-1,2
2378,6,0,1,3,5,95,7,13,34,7,1,1
2379,4,1,0,8,19,26,8,5,11,4,0,0
2380,8,-1,1,0,18,34,10,2,0,3,-1,1
2381,13,0,1,6,22,61,11,11,2,2,-1,1
2382,16,-1,0,13,12,21,12,9,22,1,-1,0
2383,5,1,0,11,-1,2,6,2,32,6,-1,0
2384,14,0,2,3,5,95,14,0,8,0,-1,2
2385,7,0,2,19,-1,68,14,0,9,17,-1,2
2386,10,-1,2,9,-1,63,5,1,5,3,-1,2
2387,3,0,1,9,4,90,1,4,27,5,0,1
2388,7,0,2,2,25,9,9,1,16,17,-1,2
2389,14,0,2,12,23,17,14,0,8,0,2,2
2390,13,0,1,1,2,4,11,11,2,2,0,1
2391,13,0,1,8,19,35,11,4,27,2,0,1
2392,4,1,0,11,9,2,2,3,4,13,0,0
2393,6,0,1,5,-1,14,11,11,21,7,-1,1
2394,11,0,1,9,6,76,0,7,13,15,-1,1
2395,2,0,2,16,-1,27,9,1,16,11,2,2
2396,13,0,1,9,4,90,11,11,2,2,0,1
2397,6,0,1,3,8,57,7,13,33,7,1,1
2398,13,0,1,11,7,85,11,11,2,2,0,1
2399,4,1,0,15,1,50,2,3,4,13,0,0
2400,15,1,0,5,13,14,13,12,10,16,0,0
2401,1,1,0,13,-1,36,12,8,26,14,-1,0
2402,8,0,1,1,2,4,4,14,17,9,-1,1
2403,3,0,1,1,2,4,1,4,7,5,0,1
2404,3,0,1,0,16,45,1,4,20,5,0,1
2405,14,0,2,14,15,79,10,2,0,0,2,2
2406,7,0,2,4,11,18,3,0,29,17,-1,2
2407,12,1,0,3,5,95,6,10,14,8,0,0
2408,10,-1,2,14,15,79,14,0,9,3,-1,2
2409,3,0,1,11,9,2,1,4,7,5,0,1
2410,9,1,0,2,25,27,12,9,22,1,-1,0
2411,15,1,0,15,0,39,13,12,10,16,0,0
2412,4,1,0,0,16,6,8,5,11,4,0,0
2413,4,1,0,2,25,30,2,3,4,13,0,0
2414,1,1,0,13,26,10,12,8,26,4,0,0
2415,15,1,0,5,-1,55,13,12,10,16,-1,0
2416,11,0,1,5,-1,55,7,13,24,15,-1,1
2417,11,0,1,5,-1,9,4,14,17,15,-1,1
2418,1,1,0,11,-1,24,6,10,14,14,-1,0
2419,2,-1,2,3,5,95,9,1,23,18,-1,2
2420,16,1,0,9,4,76,13,12,10,19,-1,0
2421,6,0,1,7,-1,74,7,-1,33,7,-1,1
2422,0,-1,1,1,3,53,11,-1,39,12,-1,1
2423,4,1,0,10,-1,70,2,3,4,13,0,0
2424,4,1,0,6,-1,16,8,2,6,4,0,0
2425,14,0,2,13,12,21,3,0,29,0,2,2
2426,0,-1,2,13,26,10,0,6,3,12,-1,1
2427,6,0,1,8,-1,34,7,13,15,7,-1,1
2428,6,0,1,9,6,37,7,13,15,7,1,1
2429,3,0,1,11,9,2,4,13,24,5,1,1
2430,6,0,1,0,-1,56,7,13,15,7,1,1
2431,15,1,0,3,5,95,13,6,3,16,0,0
2432,3,0,1,16,21,59,1,4,20,5,0,1
2433,12,1,0,5,13,7,13,12,10,8,0,0
2434,12,1,0,20,10,88,13,12,10,8,0,0
2435,4,1,0,2,25,27,8,2,6,4,0,0
2436,15,1,0,4,11,13,13,12,10,16,-1,0
2437,12,1,0,15,0,39,6,10,14,8,0,0
2438,10,-1,2,6,22,20,5,1,5,18,-1,2
2439,6,0,1,20,-1,12,7,13,34,7,2,1
2440,12,1,0,13,12,21,13,12,10,8,0,0
2441,12,1,0,19,-1,74,13,12,10,8,-1,0
2442,2,0,2,10,-1,70,9,1,18,11,2,2
2443,5,-1,0,5,13,14,2,3,4,6,-1,0
2444,1,1,0,6,23,17,8,2,6,4,0,0
2445,4,1,0,7,-1,75,2,3,4,13,-1,0
2446,3,0,1,3,5,95,1,4,27,5,0,1
2447,13,0,1,17,-1,9,11,11,2,2,-1,1
2448,12,1,0,15,1,50,6,10,14,8,0,0
2449,16,1,0,5,-1,9,13,-1,3,19,-1,0
2450,3,0,1,1,2,4,4,-1,25,5,-1,1
2451,15,1,0,6,22,47,13,12,10,16,0,0
2452,8,0,1,0,-1,77,10,4,1,9,-1,1
2453,6,0,1,2,24,38,7,13,15,7,2,1
2454,9,-1,0,18,-1,22,12,9,22,1,-1,0
2455,1,-1,0,1,3,4,8,5,11,14,-1,0
2456,16,-1,0,12,23,91,12,9,22,1,-1,0
2457,6,0,1,20,10,23,7,13,15,7,2,1
2458,15,1,0,3,5,95,13,12,10,16,0,0
2459,8,0,1,12,23,16,10,4,1,9,-1,1
2460,2,0,2,16,21,59,9,1,16,18,-1,2
2461,9,1,0,10,-1,43,12,9,22,10,-1,0
2462,7,0,2,12,22,98,9,1,18,17,-1,2
2463,13,0,1,0,16,45,11,11,2,2,0,1
2464,1,1,0,15,1,50,6,2,32,14,0,0
2465,9,1,0,5,13,14,13,-1,3,10,-1,0
2466,2,0,2,19,-1,6,9,1,16,11,-1,2
2467,3,0,1,3,5,95,1,4,27,5,0,1
2468,6,0,1,13,12,21,0,7,13,7,2,1
2469,6,0,1,15,1,50,7,13,33,7,1,1
2470,4,1,0,16,-1,54,2,3,4,13,0,0
2471,11,0,1,0,16,0,4,14,35,15,-1,1
2472,14,0,2,6,22,49,5,7,12,11,2,2
2473,3,0,1,8,19,35,1,4,7,5,0,1
2474,7,-1,2,18,17,22,9,1,36,17,-1,2
2475,15,1,0,3,8,57,13,10,10,16,0,0
2476,4,1,0,13,12,21,2,3,4,13,0,0
2477,12,1,0,20,10,33,13,12,10,8,0,0
2478,6,0,1,9,-1,37,7,13,33,7,-1,1
2479,15,1,0,11,6,1,13,12,10,16,0,0
2480,15,1,0,1,2,4,13,12,10,16,0,0
2481,5,1,0,2,-1,64,2,3,4,6,-1,0
2482,0,-1,2,16,21,54,7,13,34,12,-1,1
2483,3,0,1,8,-1,35,10,4,1,5,0,1
2484,12,1,0,1,2,4,6,10,14,8,0,0
2485,3,0,1,14,14,5,10,4,1,5,0,1
2486,4,1,0,5,26,9,2,3,4,13,-1,0
2487,16,1,0,1,2,4,13,12,10,19,-1,0
2488,7,0,2,0,-1,77,9,1,18,17,-1,2
2489,11,0,1,3,8,57,7,13,24,15,1,1
2490,6,0,1,1,3,53,7,13,15,7,-1,1
2491,6,0,1,0,-1,77,7,13,33,7,1,1
2492,2,0,2,7,-1,32,9,1,18,11,2,2
2493,6,0,1,11,-1,24,7,13,33,7,-1,1
2494,13,0,1,4,-1,94,11,11,21,2,-1,1
2495,1,1,0,17,25,9,6,2,32,4,0,0
2496,0,-1,2,10,18,70,0,7,13,17,-1,1
2497,2,-1,2,4,11,18,9,1,36,11,-1,2
2498,14,0,2,18,17,22,14,0,9,0,2,2
2499,15,1,0,16,21,59,13,12,10,16,0,0
2500,14,0,2,8,20,97,10,2,0,0,-1,2
2501,15,1,0,15,1,50,13,6,3,16,-1,0
2502,6,0,1,15,1,50,7,13,34,7,1,1
2503,1,1,0,8,20,86,6,2,32,14,0,0
2504,8,0,1,16,21,59,11,11,21,9,-1,1
2505,14,0,2,14,10,23,14,0,9,0,2,2
2506,2,0,2,13,12,21,9,1,23,11,2,2
2507,15,1,0,5,-1,9,13,12,10,16,0,0
2508,14,0,1,20,-1,12,4,14,17,0,-1,1
2509,13,0,1,11,7,85,11,11,2,2,0,1
2510,5,1,0,17,-1,9,6,10,14,6,-1,0
2511,3,0,1,15,1,50,10,4,1,5,0,1
2512,15,1,0,15,1,50,13,12,10,16,0,0
2513,0,-1,1,1,2,4,4,-1,25,12,-1,1
2514,15,1,0,3,5,95,6,10,14,14,-1,0
2515,3,0,1,0,-1,56,1,4,27,5,0,1
2516,4,1,0,2,-1,70,8,2,6,4,0,0
2517,9,1,0,19,-1,68,13,6,3,10,-1,0
2518,14,0,2,5,13,7,3,8,38,11,-1,2
2519,1,1,0,0,-1,56,8,5,11,4,0,0
2520,6,0,1,8,19,89,4,-1,25,7,-1,1
2521,3,0,1,0,16,84,1,4,27,5,0,1
2522,2,0,1,0,16,84,0,7,13,7,-1,1
2523,7,0,2,12,-1,29,3,8,31,17,-1,2
2524,7,0,2,14,14,5,9,1,18,17,-1,2
2525,7,0,2,18,-1,22,9,1,16,17,-1,2
2526,10,-1,2,14,15,79,5,1,5,3,-1,2
2527,13,0,1,8,20,97,11,11,2,2,0,1
2528,14,0,2,16,21,30,3,0,29,0,-1,2
2529,4,1,0,8,19,35,2,3,4,13,0,0
2530,15,1,0,11,-1,73,13,12,10,16,-1,0
2531,2,0,1,16,-1,83,4,14,17,7,-1,1
2532,4,1,0,8,20,97,2,3,4,13,0,0
2533,12,1,0,3,5,95,6,10,14,8,0,0
2534,3,0,1,13,12,21,1,4,20,5,0,1
2535,1,1,0,10,18,87,8,5,11,14,-1,0
2536,12,1,0,17,13,7,6,10,14,8,0,0
2537,16,1,0,19,20,86,13,6,3,19,-1,0
2538,6,0,1,0,18,34,7,13,24,18,-1,1
2539,12,1,0,16,-1,54,6,10,14,8,0,0
2540,16,-1,0,20,10,23,12,9,22,1,-1,0
2541,5,1,0,3,5,95,2,3,4,6,-1,0
2542,7,0,2,6,22,49,5,1,30,17,-1,2
2543,3,0,1,0,16,45,1,4,20,5,0,1
2544,8,0,1,1,-1,62,10,4,1,9,-1,1
2545,3,0,1,11,7,85,1,4,27,5,0,1
2546,9,1,0,19,16,6,12,9,22,10,-1,0
2547,0,-1,1,1,2,4,7,13,15,12,-1,1
2548,7,0,2,5,13,14,14,0,9,17,-1,2
2549,7,0,2,2,-1,43,5,1,30,17,-1,2
2550,2,0,2,12,22,98,5,1,30,11,2,2
2551,5,1,0,11,7,85,6,10,14,6,0,0
2552,4,1,0,15,1,50,2,3,4,13,0,0
2553,6,0,1,3,-1,56,7,13,15,7,1,1
2554,6,0,1,11,9,2,7,13,15,7,1,1
2555,4,1,0,14,10,23,8,5,11,4,0,0
2556,1,1,0,17,-1,68,12,8,26,14,-1,0
2557,7,-1,2,10,18,87,9,1,16,17,-1,2
2558,11,-1,1,15,-1,80,0,7,13,15,-1,1
2559,4,1,0,8,20,97,8,5,11,4,0,0
2560,14,0,1,2,24,38,6,2,32,0,-1,1
2561,0,0,1,11,7,85,7,13,33,12,-1,1
2562,6,0,1,16,21,8,7,13,33,7,1,1
2563,1,1,0,5,-1,40,6,2,32,8,-1,0
2564,0,0,1,16,21,8,2,4,20,12,-1,1
2565,1,1,0,7,-1,51,12,8,26,14,-1,0
2566,3,0,1,20,-1,19,10,4,1,5,0,1
2567,15,1,0,15,1,50,13,10,10,16,0,0
2568,12,1,0,1,2,4,13,12,10,8,0,0
2569,14,0,2,17,13,7,8,2,0,0,2,2
2570,7,0,2,0,-1,34,5,1,30,17,-1,2
2571,9,1,0,2,25,27,13,6,3,1,-1,0
2572,14,0,2,7,-1,41,5,7,12,11,-1,1
2573,6,0,1,14,15,79,7,13,15,7,2,1
2574,0,-1,2,13,26,10,6,2,32,15,-1,2
2575,12,1,0,18,-1,25,6,10,14,8,-1,0
2576,14,0,2,5,26,9,8,2,6,0,2,2
2577,2,0,2,0,16,45,0,7,13,11,2,2
2578,4,1,0,15,0,39,2,3,4,13,0,0
2579,1,1,0,12,-1,29,12,8,26,14,0,0
2580,14,0,2,11,7,85,14,0,9,0,-1,2
2581,0,-1,1,10,19,26,7,13,33,12,-1,1
2582,13,0,1,11,-1,73,11,11,21,2,-1,1
2583,16,1,0,20,-1,99,13,12,10,19,-1,0
2584,6,0,1,1,2,4,7,13,34,7,1,1
2585,0,0,1,1,2,4,7,13,33,12,-1,1
2586,1,1,0,11,6,1,6,10,14,14,-1,0
2587,3,0,1,14,14,5,4,-1,25,5,-1,1
2588,14,0,2,16,21,59,14,0,8,0,-1,2
2589,10,-1,2,6,22,98,5,1,5,3,-1,2
2590,2,0,2,13,26,10,3,8,31,11,-1,2
2591,7,-1,2,2,24,38,9,1,16,17,-1,2
2592,12,1,0,9,4,76,13,12,10,8,0,0
2593,6,0,1,13,26,10,7,13,33,7,-1,1
2594,2,0,2,6,23,91,9,1,18,11,-1,2
2595,14,0,2,4,11,29,10,2,0,0,-1,2
2596,11,0,1,12,23,11,7,-1,33,18,-1,1
2597,5,1,0,1,2,4,2,3,4,6,0,0
2598,16,1,0,17,-1,36,13,12,10,19,-1,0
2599,2,0,2,3,-1,2,3,8,38,11,-1,2
2600,3,0,1,15,1,50,1,4,7,5,0,1
2601,14,0,2,12,22,20,14,0,8,0,2,2
2602,2,0,2,0,16,45,9,1,18,11,2,2
2603,9,1,0,5,13,14,13,6,3,10,-1,0
2604,13,0,1,1,3,53,11,11,2,2,0,1
2605,0,0,1,13,21,69,4,-1,25,12,-1,1
2606,2,0,2,17,-1,48,9,1,18,11,-1,2
2607,4,1,0,1,2,4,2,3,4,13,-1,0
2608,6,0,1,3,5,95,7,13,34,7,1,1
2609,2,0,2,13,21,69,5,1,5,11,-1,2
2610,0,0,1,16,21,59,4,14,35,12,-1,1
2611,12,1,0,11,9,2,6,10,14,8,0,0
2612,6,0,2,15,1,50,5,7,12,7,-1,1
2613,14,-1,2,18,-1,25,10,2,0,0,-1,1
2614,4,1,0,20,10,88,2,3,4,13,0,0
2615,0,-1,1,15,1,50,4,14,17,12,-1,1
2616,4,1,0,6,-1,65,2,3,4,4,0,0
2617,4,1,0,13,26,10,2,3,4,4,-1,0
2618,11,0,1,1,3,53,7,-1,37,15,-1,1
2619,12,1,0,9,4,90,6,2,32,8,-1,0
2620,3,0,1,5,-1,55,10,4,1,5,0,1
2621,9,1,0,3,5,95,12,-1,22,10,-1,0
2622,13,0,1,1,2,4,11,11,2,2,0,1
2623,5,1,0,15,1,50,2,3,4,6,0,0
2624,4,1,0,1,2,4,2,3,4,13,0,0
2625,14,0,2,10,18,87,10,2,0,0,2,2
2626,4,1,0,8,20,60,2,3,4,13,0,0
2627,3,0,1,9,-1,51,1,4,7,5,-1,1
2628,0,0,1,3,5,95,4,13,24,12,-1,1
2629,8,0,1,11,9,2,10,4,1,9,-1,1
2630,9,1,0,20,10,23,12,9,22,1,-1,0
2631,6,0,1,18,-1,25,7,13,34,7,-1,1
2632,14,0,2,2,25,15,5,1,28,11,2,2
2633,14,0,2,8,20,97,14,0,8,0,2,2
2634,4,1,0,13,-1,36,8,2,6,13,-1,0
2635,6,0,1,1,2,4,7,13,34,7,1,1
2636,6,0,1,8,20,86,7,13,33,7,-1,1
2637,13,0,1,3,5,95,11,11,21,2,0,1
2638,13,0,1,15,1,50,11,11,2,2,0,1
2639,4,1,0,16,21,59,2,3,4,4,-1,0
2640,11,-1,1,16,21,54,0,7,13,15,-1,1
2641,12,1,0,1,2,4,6,10,14,8,0,0
2642,9,1,0,4,11,18,12,9,22,10,0,0
2643,7,0,2,14,14,5,10,2,0,17,-1,2
2644,16,-1,0,18,-1,71,13,6,3,1,-1,0
2645,12,1,0,1,3,4,13,10,10,8,0,0
2646,1,-1,0,14,-1,5,8,2,6,14,-1,0
2647,2,0,2,17,-1,48,9,1,16,18,2,2
2648,3,0,1,10,-1,46,1,4,20,5,-1,1
2649,5,1,0,14,10,23,8,2,6,6,-1,0
2650,14,0,2,2,24,38,14,0,9,0,-1,2
2651,6,0,1,15,1,50,7,13,15,7,-1,1
2652,10,-1,2,13,26,10,5,1,30,3,-1,2
2653,15,1,0,13,-1,48,13,6,3,16,0,0
2654,14,0,1,16,21,59,4,13,24,0,1,2
2655,4,1,0,7,-1,28,2,3,4,13,0,0
2656,14,0,2,20,-1,12,3,0,29,0,2,2
2657,12,1,0,4,11,18,6,10,14,8,0,0
2658,13,0,1,13,12,21,11,11,21,2,0,1
2659,2,0,2,4,11,13,9,1,36,11,-1,2
2660,8,0,1,7,-1,51,4,14,35,9,-1,1
2661,5,1,0,9,0,3,2,3,4,6,-1,0
2662,6,0,1,11,9,2,11,-1,39,7,1,1
2663,0,-1,1,5,13,14,7,13,33,12,-1,1
2664,0,0,1,11,6,1,7,13,33,12,-1,1
2665,4,1,0,11,7,85,2,3,4,13,0,0
2666,3,0,1,11,7,85,1,4,20,5,0,1
2667,4,1,0,8,20,28,2,3,4,13,0,0
2668,3,0,1,18,-1,72,1,4,7,5,-1,1
2669,7,0,2,7,-1,51,9,1,18,17,-1,2
2670,2,0,1,12,23,17,0,7,13,18,-1,1
2671,4,1,0,16,21,59,8,5,11,4,0,0
2672,11,-1,1,5,-1,8,4,13,24,15,-1,1
2673,4,1,0,15,-1,80,2,3,4,13,0,0
2674,16,-1,0,15,1,50,13,12,10,19,-1,0
2675,4,1,0,7,-1,51,2,3,4,13,0,0
2676,3,0,1,10,-1,34,10,4,1,5,-1,1
2677,1,1,0,15,1,50,6,2,32,14,0,0
2678,15,1,0,13,12,21,13,12,10,16,0,0
2679,14,0,2,14,15,79,3,0,29,0,2,2
2680,12,1,0,15,1,50,6,10,14,8,0,0
2681,5,-1,0,1,2,4,6,10,14,19,-1,0
2682,3,0,1,19,-1,68,10,4,1,5,-1,1
2683,1,1,0,6,-1,49,13,6,3,1,-1,0
2684,6,0,1,7,-1,28,7,13,33,7,-1,1
2685,3,0,1,20,-1,19,1,4,7,5,0,1
2686,13,0,1,17,26,58,11,11,2,2,-1,1
2687,15,1,0,0,16,84,13,6,3,16,0,0
2688,7,-1,2,5,13,14,9,1,18,17,-1,2
2689,11,0,1,14,10,23,7,-1,37,15,-1,1
2690,15,1,0,16,21,54,13,12,10,16,0,0
2691,0,-1,1,17,26,58,7,13,15,12,-1,1
2692,3,0,1,0,-1,34,10,2,0,5,0,1
2693,15,1,0,16,21,59,13,12,10,16,0,0
2694,2,0,2,17,26,58,9,1,16,18,-1,2
2695,0,-1,2,8,20,60,0,7,13,12,-1,1
2696,10,-1,2,20,-1,12,14,0,9,3,-1,2
2697,9,1,0,6,22,20,12,9,22,1,-1,0
2698,1,1,0,0,16,45,6,10,14,14,-1,0
2699,7,-1,2,19,20,6,14,0,8,17,-1,2
2700,1,-1,0,1,3,3,8,2,6,14,-1,0
2701,3,0,1,10,18,84,1,4,7,5,-1,1
